#,Question,correct_query,generated_query,temp_0.2,temp_0.4,temp_0.6
1096,Which day of the week for this participant CAAJE least productive,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day ORDER BY total_active_time ASC LIMIT 1 """
1097,Which day of the week for this participant BAB16 least productive,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","SELECT participant_name, event_date, active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ORDER BY active_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 ""","SELECT participant_name, event_date, active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ORDER BY active_time ASC LIMIT 1 """
1098,Which day of the week for this participant G8C19 least productive,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT date_format(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 """
1099,Which day of the week for this participant GUP22 least productive,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 """
1100,Which day of the week for this participant gig19 least productive,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","SELECT participant_name, event_date, active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ORDER BY active_time ASC LIMIT 10 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(idle_time) as total_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_idle_time ASC LIMIT 1 ""","SELECT participant_name, event_date, idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ORDER BY idle_time ASC LIMIT 1 """
1101,Which day of the week for this participant BKA20 least productive,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 ""","SELECT participant_name, event_date, active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ORDER BY active_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1 """
1102,Which day of the week for this participant CAAJE most productive,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND persona_name IS NOT NULL AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND persona_name != 'Unidentified' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY productivity DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND persona_name IS NULL AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND persona_name IS NOT NULL AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 """
1103,Which day of the week for this participant BAB16 most productive,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY productive_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 """
1104,Which day of the week for this participant G8C19 most productive,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY productive_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 """
1105,Which day of the week for this participant GUP22 most productive,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY productive_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY productive_time DESC LIMIT 1 """
1106,Which day of the week for this participant gig19 most productive,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND activity_discovered_name = 'Target Date' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 """
1107,Which day of the week for this participant BKA20 most productive,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY productivity DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY productive_time DESC LIMIT 1 """
